0.312243	0.58034	1	1	0.312243	0.58034	0.6	0.6	5.19994	0
-1.54259e+18	-1.5426e+18	-2.08881e+09	-2.08881e+09	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
0	0	-3.74994e+09	-3.7275e+09	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
4.67181e+16	2.56894e+15	9.34362e+17	5.13788e+16	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
0	-299063	-1.92945e+11	-8.99465e+08	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
9.04021e+10	-7.8623e+09	1.80804e+12	-7.71952e+09	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
-387.679	-442.825	-3595.46	-8.19567e+08	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
5.8523e+06	-4.98554e+08	3.89179e+07	-1.00494e+10	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
-253967	3.96102e+06	-1.23232e+06	8.28198e+07	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
-315577	8.10066e+06	-1.23229e+06	8.28062e+07	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
-171808	2.0134e+06	-508487	2.10859e+07	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
-197231	3.06749e+06	-508477	2.10845e+07	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
-124994	1.22228e+06	-215944	8.45379e+06	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
-135790	1.6449e+06	-215937	8.45342e+06	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
-88333.5	811929	-49311.7	4.08001e+06	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
-90798.1	1.0159e+06	-49304.6	4.07985e+06	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
-57157.9	563381	53812.2	2.11102e+06	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
-54466.3	668909	53818.3	2.11092e+06	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
-31500.2	395390	111630	1.07204e+06	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
-25917.8	448971	111635	1.07194e+06	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
-12197.1	273146	134546	470512	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
-5469.1	296630	134549	470320	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
748.475	180708	133113	110049	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
7403.76	186201	133111	110010	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
8277.54	110555	117373	-99836.8	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
14146.3	105565	117374	-99828.2	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
11748.3	58647.6	95199.4	-208905	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
16509.4	48205.6	95205.6	-208887	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
12478.6	22130.6	71850.4	-249793	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
16073.3	9642.3	71862.9	-249786	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
11544.3	-1671.65	50404.1	-246707	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
14059	-14001.4	50375.1	-246678	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
9738.7	-15471.1	32356.3	-218100	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
11353.5	-26369	32340.5	-218064	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
7624.64	-21897.5	18272	-177597	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
8536.05	-30769.4	18260.8	-177556	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
5557.62	-23292.6	8023.57	-134512	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
5957.06	-30009.4	8014.75	-134468	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
3741.32	-21581.3	1132.17	-94600.9	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
3796.51	-26301.5	1125.03	-94551.4	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
2269.11	-18231.7	-3040.72	-60886.7	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
2115.92	-21264.5	-3046.46	-60828.9	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1158.97	-14282.5	-5162.98	-34465.6	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
899.916	-15989.8	-5167.4	-34387.1	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
381.943	-10406.7	-5850.25	-15181.9	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
88.8107	-11088.2	-5853.18	-14815.4	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
-114.731	-6951.88	-5618.76	-1990.02	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
-395.418	-7046.9	-5617.79	-1972.58	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
-392.314	-4199.06	-4870.83	5776.23	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
-636.172	-3912.2	-4872.86	5763.74	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
-511.722	-2129.11	-3904.72	9695.3	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
-708.426	-1647.76	-3912.86	9676.39	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
-525.669	-683.047	-2917.63	10941.2	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
-669.079	-135.49	-2906.31	10943.4	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
-472.821	243.182	-2007.97	10500.3	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
-568.553	761.941	-1983.75	10467.8	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
-386.515	756.667	-1244.12	9077.39	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
-445.922	1202.99	-1229.7	9038.49	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
-292.042	974.139	-663.288	7248.03	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
-323.133	1328.02	-652.689	7204.47	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
-202.709	993.866	-250.142	5378.24	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
-213.56	1253.06	-241.745	5328.96	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
-126.043	894.77	20.2134	3685.9	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
-123.681	1067.4	27.0074	3627.26	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
-65.1731	735.838	177.325	2278.32	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
-55.2207	833.35	182.721	2196.84	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
-20.2507	556.41	250.649	1179.83	16.6039	4.67344	16.613	4.5849	3.74	3.28438
-7.07151	552.334	254.104	873.382	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
10.2816	355.589	266.232	248.285	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
23.2083	362.169	264.538	222.519	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
28.5383	223.371	243.773	-169.507	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
40.8114	215.33	244.545	-165.47	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
38.5125	124.697	206.362	-381.735	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
49.6052	107.269	210.775	-372.238	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
42.8314	54.8338	165.26	-461.222	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
52.1365	32.4111	171.209	-457.549	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
43.2	8.36441	125.225	-460.604	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
43.2022	-12.7074	92.8318	-450.714	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
35.8256	-17.9678	61.3682	-405.275	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
35.7675	-35.1264	45.1147	-389.187	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
30.2961	-29.167	24.8844	-322.347	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
29.2778	-42.0083	13.1593	-305.43	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
25.4817	-30.4717	1.50707	-234.972	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
23.8026	-39.2998	-7.56258	-219.93	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
21.698	-26.2677	-12.0495	-156.814	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.7418	-31.9017	-19.0365	-145.472	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.0615	-19.6645	-18.264	-94.2557	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
17.2153	-23.1102	-23.0938	-87.7338	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
17.7302	-12.5606	-18.6356	-48.547	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
16.4415	-14.6593	-20.5244	-46.8359	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
17.4175	-6.14737	-15.1836	-18.3639	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
17.2023	-7.28254	-12.4961	-19.4637	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
18.1013	-0.803834	-8.4132	0.0976281	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
